relative_path,date,bytes,sha256,bands,height,width,crs
train/S2_JZ_2019-06-09_1903.tif,2019-06-09,1173531,4333889fb75221173b398315bf087fe95ddaf2d691df8917d1e209eef6582910,7,279,279,EPSG:4326
train/S2_JZ_2019-06-14_1903.tif,2019-06-14,1148681,4475ea71b7a9897effb95284ec8198460de722c83a981cfada31ea695942e49a,7,279,279,EPSG:4326
train/S2_JZ_2019-06-19_1903.tif,2019-06-19,1166918,f51f1c737f9a8108f576aaff00c860e4574ef4e91680a66b18486ee109925dc0,7,279,279,EPSG:4326
train/S2_JZ_2019-06-29_1903.tif,2019-06-29,1166344,8d6160a00e9a72f521b717c2431f7e683ca17d23e92df837254594478c98dbed,7,279,279,EPSG:4326
train/S2_JZ_2019-07-04_1903.tif,2019-07-04,1159153,b895e59f39547f14f9813bd3263cd35a4629483052aff1f762043e13cdebdee8,7,279,279,EPSG:4326
train/S2_JZ_2019-07-09_1903.tif,2019-07-09,1169590,72aa72bb1c3da2a95f4e5e609a925ff0807c4c304a424e54094da65b5537294f,7,279,279,EPSG:4326
train/S2_JZ_2019-07-14_1903.tif,2019-07-14,1156974,6843215efdcaddce910b76f941452eef89abe59a6c75e7276fe2cad13639e2e2,7,279,279,EPSG:4326
train/S2_JZ_2019-07-19_1903.tif,2019-07-19,1159895,77f21b3c8a0ec54dc877e0abb1e229e498acf488c734c5fec2dd9c2fc620a06a,7,279,279,EPSG:4326
train/S2_JZ_2019-07-24_1903.tif,2019-07-24,1152168,0c7f71acece04a919e577e44e33cdf71cff4e556ff070c20daec551ccdae2d11,7,279,279,EPSG:4326
train/S2_JZ_2019-07-29_1903.tif,2019-07-29,1153706,478371e19d4e42c5dc1d62675c0680130866f37a1af24e5395811358847b5f1d,7,279,279,EPSG:4326
train/S2_JZ_2019-08-03_1903.tif,2019-08-03,1148001,736fe7ed36cd2faa702ddc999a837fc154a785cb024046041b0ff197cbd1cbc3,7,279,279,EPSG:4326
train/S2_JZ_2019-08-08_1903.tif,2019-08-08,1152405,7c575ff93bfa1ec6537babc3252e839129c30044023a0031d487d3cc62d3eb6e,7,279,279,EPSG:4326
train/S2_JZ_2019-08-13_1903.tif,2019-08-13,1142231,af385a9aaac7d005e05f3691f1a2bdf1259fdc244e0a95aaf2fa063fcd7987ce,7,279,279,EPSG:4326
train/S2_JZ_2019-08-18_1903.tif,2019-08-18,1145400,9e74d50e3297b9d6f39dd82db590264bc31b592d93b3704f875670828b6a1519,7,279,279,EPSG:4326
train/S2_JZ_2019-08-23_1903.tif,2019-08-23,1135023,7f378b00c638f38dd0619420b91885935c03d35850ff1f033fe61c79b52b51b7,7,279,279,EPSG:4326
train/S2_JZ_2019-08-28_1903.tif,2019-08-28,1140220,b8cc7d29e19bb08c1f98f5fa9c7b415e8b7273f62be3a4c0f2fe7a5c7053b481,7,279,279,EPSG:4326
train/S2_JZ_2019-09-02_1903.tif,2019-09-02,1128004,14ce4ca84c9cd9bd46bd33265781da47599422b5f7ad06ab226786139e20f87c,7,279,279,EPSG:4326
train/S2_JZ_2019-09-12_1903.tif,2019-09-12,1087122,07366835645990ba641044d2543da75aab80a3e29abda187ec5de592825f8fc1,7,279,279,EPSG:4326
train/S2_JZ_2019-09-17_1903.tif,2019-09-17,1096111,429ab7e9e20e958f40b87e8d4df1fb3edac62039db74543cabeb664eb834ad92,7,279,279,EPSG:4326
train/S2_JZ_2019-10-02_1903.tif,2019-10-02,1093794,56ebcdf0fd7b185c3fa6ea51ef69a70df0bd4fe79179aae95151cd0f3e86609f,7,279,279,EPSG:4326
train/S2_JZ_2019-10-07_1903.tif,2019-10-07,1101898,4e880563e2a6de7851cdd33c67a93be0a4335bbffc59cafbe9cc1fa256863e84,7,279,279,EPSG:4326
train/S2_JZ_2019-10-12_1903.tif,2019-10-12,1097780,002794da2c945befbae362bdd5eb74b95a185fa5c81865c6d5ae81b42fdcd600,7,279,279,EPSG:4326
train/S2_JZ_2019-10-17_1903.tif,2019-10-17,1084518,460f9f33c4939cd38c418d5cf02f526144245416f796ddf319cebbd033444f88,7,279,279,EPSG:4326
train/S2_JZ_2019-10-27_1903.tif,2019-10-27,1089131,a5a228af3db50549b5d2556c329e5e641b9c217286fba12f1fc13076e2bcfcb5,7,279,279,EPSG:4326
train/S2_JZ_2019-11-01_1903.tif,2019-11-01,1085622,75ab8c115b2c72e09bb9a26a7067c5070a97f2c79aa3cc1287cb648e34f941fb,7,279,279,EPSG:4326
train/S2_JZ_2019-11-16_1903.tif,2019-11-16,1068648,c5800993ceaaa97d8b9de9d15bf17fb6ab4d6bfe59b0e0d0a47dbafaadc2bc67,7,279,279,EPSG:4326
train/S2_JZ_2019-11-21_1903.tif,2019-11-21,1068028,53cd6226b3d13006d54cf9948bf6f1eb4d846a43e36a0db4092d25c9f6698dda,7,279,279,EPSG:4326
train/S2_JZ_2019-12-16_1903.tif,2019-12-16,1064141,475d1e6dd9eb2a490fc9fe57e66dd2a3d594fd0c84341f3689d11a420f85a284,7,279,279,EPSG:4326
train/S2_JZ_2019-12-26_1903.tif,2019-12-26,1024946,2969d4ea57cd4bfe06dd6955f82b405be24f5b38555a4c81073d8725d7c6031c,7,279,279,EPSG:4326
train/S2_JZ_2020-01-05_1903.tif,2020-01-05,944588,8c63002a748766c7219d12f2bbd14c98335b8dc69cef9130612852591b2d9a2a,7,279,279,EPSG:4326
train/S2_JZ_2020-02-19_1903.tif,2020-02-19,1008061,9bc0b472c26efe3a09097594f80f3b7c2a12bf53dc389c018442e5756fd19254,7,279,279,EPSG:4326
train/S2_JZ_2020-02-24_1903.tif,2020-02-24,1004513,6a73d6dc8344caf1fd3c5f8264f8efded3ad41c442c5b0b44baaf53b97141de3,7,279,279,EPSG:4326
train/S2_JZ_2020-03-05_1903.tif,2020-03-05,1036654,8cc70556dfedd87163fffb7108d89998297501cb067442429498dbec830d322e,7,279,279,EPSG:4326
train/S2_JZ_2020-03-10_1903.tif,2020-03-10,1046854,c3d2b4f774f9905474c4915a1f128324a282a3dc7f21477eb341faa455a39b4f,7,279,279,EPSG:4326
train/S2_JZ_2020-04-24_1903.tif,2020-04-24,1031669,44845a1641153abc94c2e069a21865d435978340a3b9070ed841339807dcc7c9,7,279,279,EPSG:4326
train/S2_JZ_2020-05-04_1903.tif,2020-05-04,1159957,a1fef3676fc7b4bb1888a9188a4018768e4edff0398161bb1e3f1f605bc08b78,7,279,279,EPSG:4326
train/S2_JZ_2020-05-09_1903.tif,2020-05-09,945954,dfbd936936e9f01986590049ac55bce8007d53123dee0eb05f1b47495b1cf024,7,279,279,EPSG:4326
train/S2_JZ_2020-06-03_1903.tif,2020-06-03,1159809,839bdd40ad15785c1ac00649cb7fe4cfe56ebf1ddc6a3c021cd55fb12aacc2df,7,279,279,EPSG:4326
train/S2_JZ_2020-06-08_1903.tif,2020-06-08,1123870,b22b8a28e05b61dfa18aa60a763225c7ba7203d306c6186197fa657aba75ddb1,7,279,279,EPSG:4326
train/S2_JZ_2020-06-18_1903.tif,2020-06-18,1158869,15136e5079454d3faea783a2183538b4a4d077fd3533e5a3d14ad3ffbfa6a4c3,7,279,279,EPSG:4326
train/S2_JZ_2020-06-23_1903.tif,2020-06-23,1165419,25aff166ca50123e7d014656ef566edf668c6cdc8187a1c7033d663bbe53cfdb,7,279,279,EPSG:4326
train/S2_JZ_2020-07-03_1903.tif,2020-07-03,1108375,1cc959947540f0e105992004178c3a8afdf7c8e34ca327f27bb6d85b5427fba4,7,279,279,EPSG:4326
train/S2_JZ_2020-07-08_1903.tif,2020-07-08,1156307,56127fa92ad699d2e931302c6f94c0e398290186b85074a5b5ff13e34343ce3b,7,279,279,EPSG:4326
train/S2_JZ_2020-07-13_1903.tif,2020-07-13,1160704,b928e7926628812b32ac2cb22d705abe8057ab0139cfd34598f677e3485afeba,7,279,279,EPSG:4326
train/S2_JZ_2020-07-18_1903.tif,2020-07-18,1159127,2e9915965e48472f5237c7a68c5c57dde2e715b303362ffc727ac3128aea43ba,7,279,279,EPSG:4326
train/S2_JZ_2020-07-23_1903.tif,2020-07-23,1158628,2b02cd214c2c9eb81babff7dd94afa4c74022943f55641008dd7d1f061f667c3,7,279,279,EPSG:4326
train/S2_JZ_2020-07-28_1903.tif,2020-07-28,1131056,2ed1375f5373e6cc7cb34acee4dd0f94638ac9687438c8238694b0985954a5b3,7,279,279,EPSG:4326
train/S2_JZ_2020-08-02_1903.tif,2020-08-02,1145351,6c656a258926ce1b7a6260508f134dee2b07044418f41c059e4010a78c38d170,7,279,279,EPSG:4326
train/S2_JZ_2020-08-07_1903.tif,2020-08-07,1139644,b1ec66881f3758c0efa7e7ad338fd23bdf9616ad158ff3571b6bf63e53e22753,7,279,279,EPSG:4326
train/S2_JZ_2020-08-12_1903.tif,2020-08-12,1145322,2f0cfbf5456b94e837a86b0a52c263cb040fcd3935cd84eccb8024419d51280a,7,279,279,EPSG:4326
train/S2_JZ_2020-09-01_1903.tif,2020-09-01,1132308,82fe7e0f9e55d936f47895b7cddc1240c7366802457e25d313d8200c84e10775,7,279,279,EPSG:4326
train/S2_JZ_2020-09-21_1903.tif,2020-09-21,1087861,fd9f8b593cdb826d880e223b8eb0e0eb81b0109d5617340e3891a947cc3e3834,7,279,279,EPSG:4326
train/S2_JZ_2020-09-26_1903.tif,2020-09-26,937307,846aa03f47ebe4833ec597b36c0194d5597e7dee43ee1e10eafe38406dcc8b8c,7,279,279,EPSG:4326
train/S2_JZ_2020-10-01_1903.tif,2020-10-01,1107416,4515c97fc22c28ed853eb6f3f5de114d214d7be97a89796d8ec02cd419dd6987,7,279,279,EPSG:4326
train/S2_JZ_2020-10-06_1903.tif,2020-10-06,1091064,c66fb274cd2e9426d2fde838e992edb60bcfb3589756edb10c5332c9c8c36ac0,7,279,279,EPSG:4326
train/S2_JZ_2020-10-11_1903.tif,2020-10-11,1093984,1006b5237e9bfd49cb85dba68d1d12854f8b6a82d6483dc27fce1bf28ca635d8,7,279,279,EPSG:4326
train/S2_JZ_2020-10-16_1903.tif,2020-10-16,1092441,48783a7c364d6df528e8bab58e0e8af7b02e1d4de3b5b77f50ba12d099eae35f,7,279,279,EPSG:4326
train/S2_JZ_2020-10-21_1903.tif,2020-10-21,1086095,2a390d73f13b48928f06421b8efe1f4255dd4b67dacd75c223372adbecf2e19f,7,279,279,EPSG:4326
train/S2_JZ_2020-10-26_1903.tif,2020-10-26,1082326,a6400a337f554394e903be726cb9cd1067e2f82f6b90db843ebdeeb4ef6293bd,7,279,279,EPSG:4326
train/S2_JZ_2020-10-31_1903.tif,2020-10-31,1081537,7510e9ec53bd124cc0f2c39f929515f4b51d00360c83784dd23a2de35588ff2f,7,279,279,EPSG:4326
train/S2_JZ_2020-11-05_1903.tif,2020-11-05,1079859,0b9023c4eb78ef6a884023b10342bce34da17f56729b309d3a2669b9fd8b7417,7,279,279,EPSG:4326
train/S2_JZ_2020-11-10_1903.tif,2020-11-10,1108667,a4ff325d0adc6ba729b7fd4b151f66cc56df00508d6cd38684a28182a6eab4ee,7,279,279,EPSG:4326
train/S2_JZ_2020-11-20_1903.tif,2020-11-20,925088,8f266aedaac3723040902e34c8ba6ac6de6c9f2f3a9b637f72da0bd5a24a9510,7,279,279,EPSG:4326
train/S2_JZ_2020-11-30_1903.tif,2020-11-30,1014504,2ef4a51e735c2910feda76de95b70313b88e2395de602dadda692be55127f713,7,279,279,EPSG:4326
train/S2_JZ_2020-12-05_1903.tif,2020-12-05,1024697,c09e65dcb93ce34ef8a8d64aae6e4527589168434c6a751677b256bfbc9509af,7,279,279,EPSG:4326
train/S2_JZ_2020-12-10_1903.tif,2020-12-10,1016961,1bd8e74c011aea0c62ce89d8a3d8662221ea821d65ea47fd9a76ed6964963ef6,7,279,279,EPSG:4326
train/S2_JZ_2020-12-20_1903.tif,2020-12-20,1054132,9de03f101a2cf02a6ae93c9bd1f65324690b9cea71d1ccdf0c96bc3be9c05b78,7,279,279,EPSG:4326
train/S2_JZ_2021-01-09_1903.tif,2021-01-09,1019829,50c43b524ee9d03b4bb63362bc383bcf7679fd6546f445109ba84de62f8e1045,7,279,279,EPSG:4326
train/S2_JZ_2021-01-14_1903.tif,2021-01-14,979484,c314860a2322292da83d93e798378ec10bf373c121fc54499bf658edc14a0ec2,7,279,279,EPSG:4326
train/S2_JZ_2021-04-09_1903.tif,2021-04-09,987322,6ecf3301245743b1914252dac7a7df8e6897593e5c0ee09e584ce2fef219fad5,7,279,279,EPSG:4326
train/S2_JZ_2021-04-19_1903.tif,2021-04-19,1074978,5fd056b136f236fe2faf8a9e7beb684bbca27b28e2a64f20749551e32d7bc081,7,279,279,EPSG:4326
train/S2_JZ_2021-05-04_1903.tif,2021-05-04,1155934,ab945fd479c4bc634b9be2ef9fe06d2e5dcc462c74cd1412119c2de1e34c1882,7,279,279,EPSG:4326
train/S2_JZ_2021-05-09_1903.tif,2021-05-09,1161918,887111d3f11bbd7a1b1b5db455b885bd2cf3e3972a9cb2137bf3b5947d75be3c,7,279,279,EPSG:4326
train/S2_JZ_2021-05-19_1903.tif,2021-05-19,1161236,b64c649e7993b50eedeaa8ee15aa5bd93780b6c08bce2ccb88bbf3a341389123,7,279,279,EPSG:4326
train/S2_JZ_2021-05-24_1903.tif,2021-05-24,1144789,24de1db713aac6d34c8b683796482a00ac021990cdabcc250879046c042fe1a8,7,279,279,EPSG:4326
train/S2_JZ_2021-05-29_1903.tif,2021-05-29,1165572,33d0b422f99d9adf1a1c03ea9c1188988a14c85147d1bc65e6ecec872aeab110,7,279,279,EPSG:4326
train/S2_JZ_2021-06-03_1903.tif,2021-06-03,1159259,c31f732de1b211c4308e7bd6e7db7a4adc00345756287c9e4f14907ff17c14a2,7,279,279,EPSG:4326
train/S2_JZ_2021-06-08_1903.tif,2021-06-08,1168070,96b692fb61abbcb881013129fae33673a5c6080a7d975f8122f3ba141fa8fd6f,7,279,279,EPSG:4326
train/S2_JZ_2021-06-13_1903.tif,2021-06-13,1160402,1eb2814b23a2fa96807bb3f94ad45b2a0ebbb9e61f30b4a547840d95b00ab44d,7,279,279,EPSG:4326
train/S2_JZ_2021-06-18_1903.tif,2021-06-18,1169802,ddbc7cf5f3239092b531b6689cdcdb2370811efb9fccfe884282f6584921bc1c,7,279,279,EPSG:4326
train/S2_JZ_2021-06-23_1903.tif,2021-06-23,1165971,5a22c18aeacca27fae13399269a48475b18d4955fb8c52c57cde1fd6ad2b27f0,7,279,279,EPSG:4326
train/S2_JZ_2021-06-28_1903.tif,2021-06-28,1164604,c7e059c24f147f6b45e3f05ae5387acda1ffd12ad85eb623f8c7fde4a4946fd5,7,279,279,EPSG:4326
train/S2_JZ_2021-07-08_1903.tif,2021-07-08,1162992,6ba0d586eac24555baa726cfbc8195bb698b9948adc9fd86f90448a764aaf5dd,7,279,279,EPSG:4326
target/S2_JZ_2021-09-11_1903.tif,2021-09-11,1073288,99842829bf3563b03eab3578a1a2ead82806d0c29e080bd75ef279bed0317d6e,7,279,279,EPSG:4326
